Nasabah_ID,Jenis_Kel,Tgl_lahir,Jml_Pinjaman,JW,Kolektibilitas,angsuran_ke,Unit
JD.000455,P,27/04/1977,48200000,50,L,12,KONVEN
JD.000463,P,31/12/1960,34000000,32,L,10,KONVEN
JD.000697,P,27/11/1981,23900000,24,D,5,KONVEN
JD.000363,P,24/07/1984,24900000,50,L,10,KONVEN
JD.000416,P,12/09/1982,45900000,55,L,11,KONVEN
JD.000031,L,04/03/1978,24400000,18,M,2,KONVEN
JD.000521,P,18/08/1985,154500000,48,L,9,KONVEN
JD.000731,P,24/12/1979,32500000,38,PK,5,KONVEN
JD.000580,P,28/12/1967,79800000,22,L,8,KONVEN
JD.000566,P,16/04/1994,79000000,55,L,8,KONVEN
JD.000512,P,01/01/1977,30200000,60,PK,5,KONVEN
JD.000729,P,25/03/1970,134000000,59,L,7,KONVEN
JD.000676,L,24/04/1977,21200000,23,PK,5,KONVEN
JD.000525,L,10/05/1965,49100000,53,PK,4,KONVEN
JD.000667,P,05/02/1968,35200000,22,PK,5,KONVEN
JD.000564,P,01/10/1984,28600000,36,PK,4,KONVEN
JD.000679,P,17/10/1987,33300000,32,L,6,KONVEN
JD.000081,P,18/12/1965,116300000,29,L,6,KONVEN
JD.000575,P,10/05/1989,81000000,31,L,6,KONVEN
JD.000612,P,01/11/1978,20800000,19,PK,3,KONVEN
JD.000608,P,07/07/1977,19000000,21,PK,3,KONVEN
JD.000653,P,23/06/1996,97000000,31,L,6,KONVEN
JD.000607,P,31/12/1962,106000000,21,L,6,KONVEN
JD.000626,L,03/05/1986,46000000,33,L,6,KONVEN
JD.000691,L,21/09/1969,152600000,42,L,6,KONVEN
JD.000616,P,29/07/1987,21500000,24,L,6,KONVEN
JD.000702,P,11/09/1977,39200000,24,L,6,KONVEN
JD.000583,L,10/02/1981,206500000,57,L,6,KONVEN
JD.000601,P,31/12/1963,41500000,55,PK,3,KONVEN
JD.000554,L,26/03/1979,80000000,55,PK,3,KONVEN
JD.000210,P,17/10/1970,197000000,35,L,5,KONVEN
JD.000724,P,31/12/1967,184700000,26,L,6,KONVEN
JD.000648,L,03/03/1991,121000000,39,L,5,KONVEN
JD.000683,P,31/12/1977,104000000,46,L,4,KONVEN
JD.000632,L,01/05/1972,129000000,55,L,5,KONVEN
JD.000690,P,16/10/1985,12600000,10,L,4,KONVEN
JD.000715,L,19/02/1995,82000000,37,L,5,KONVEN
JD.000656,P,04/09/1975,75000000,29,L,5,KONVEN
JD.000286,P,23/11/1979,43500000,30,L,5,KONVEN
JD.000483,L,22/03/1983,78000000,34,PK,3,KONVEN
JD.000096,P,03/02/1972,140000000,50,PK,3,KONVEN
JD.000733,L,18/01/1987,78500000,41,L,4,KONVEN
JD.000709,P,18/08/1990,12800000,22,L,4,KONVEN
JD.000533,P,07/01/1967,78200000,18,L,5,KONVEN
JD.000712,L,01/07/1977,23900000,24,L,5,KONVEN
JD.000725,P,31/12/1980,32500000,29,PK,1,KONVEN
JD.000732,P,27/08/1997,42900000,31,PK,1,KONVEN
JD.000507,P,03/10/1958,26500000,19,L,4,KONVEN
JD.000531,L,04/02/1980,62300000,60,L,4,KONVEN
JD.000652,L,11/08/1985,34700000,26,L,4,KONVEN
JD.000694,P,24/03/1990,18900000,19,PK,1,KONVEN
JD.000579,P,21/03/1985,53200000,30,PK,2,KONVEN
JD.000574,L,16/07/1986,54200000,36,PK,2,KONVEN
JD.000588,L,05/03/1976,46200000,43,PK,1,KONVEN
JD.000494,P,09/04/1979,89200000,48,L,4,KONVEN
JD.000169,L,18/11/1982,66400000,35,PK,1,KONVEN
JD.000645,P,23/11/1984,33900000,50,PK,1,KONVEN
JD.000446,P,25/05/1981,74700000,33,L,3,KONVEN
JD.000515,L,12/05/1968,158900000,60,L,3,KONVEN
JD.000602,P,07/01/1985,75400000,34,L,2,KONVEN
JD.000704,P,14/08/1980,41300000,29,L,1,KONVEN
JD.000720,P,31/12/1971,33500000,34,L,1,KONVEN
JD.000610,L,23/11/1978,97000000,60,L,1,KONVEN
JD.000553,L,03/09/1981,47500000,55,L,1,KONVEN
JD.000622,P,07/09/1958,19500000,30,L,1,KONVEN
JD.000631,P,04/11/1984,28800000,28,L,1,KONVEN
JD.000657,P,25/06/1970,33400000,35,L,1,KONVEN
JD.000721,L,26/06/1988,30000000,24,L,1,KONVEN
JD.000578,L,30/01/1983,51000000,33,L,1,KONVEN
JDS.000010,L,02/02/1958,25000000,12,M,10,SYARIAH
JDS.000049,L,18/02/1973,35000000,36,D,30,SYARIAH
JDS.000055,P,13/03/1973,51000000,36,PK,31,SYARIAH
JDS.000057,L,29/01/1969,101000000,48,PK,31,SYARIAH
JDS.000069,P,01/07/1968,30000000,36,L,32,SYARIAH
JDS.000083,L,19/11/1979,15000000,24,M,21,SYARIAH
JDS.000089,P,19/01/1995,120000000,48,PK,24,SYARIAH
JDS.000090,P,25/09/1992,101000000,48,L,27,SYARIAH
JDS.000091,P,30/01/1975,201000000,48,PK,23,SYARIAH
JDS.000050,L,08/02/1970,280800000,46,L,26,SYARIAH
JDS.000095,P,03/01/1978,51000000,24,M,18,SYARIAH
JDS.000096,L,16/07/1999,150000000,48,L,25,SYARIAH
JDS.000097,P,11/06/1975,101000000,48,PK,22,SYARIAH
JDS.000098,P,25/12/1978,51000000,36,PK,22,SYARIAH
JDS.000099,P,14/03/1985,101000000,36,PK,22,SYARIAH
JDS.000102,P,10/11/1965,110000000,48,L,23,SYARIAH
JDS.000103,L,25/10/1987,250000000,48,L,24,SYARIAH
JDS.000104,P,12/01/1986,25000000,24,PK,23,SYARIAH
JDS.000105,L,13/07/1967,70000000,36,PK,21,SYARIAH
JDS.000077,P,09/07/1996,235700000,60,L,24,SYARIAH
JDS.000111,P,15/10/1999,51000000,36,L,23,SYARIAH
JDS.000074,P,17/08/1967,250000000,48,L,23,SYARIAH
JDS.000114,L,11/09/1988,51000000,36,L,23,SYARIAH
JDS.000115,L,29/08/1967,250000000,48,PK,19,SYARIAH
JDS.000116,P,12/11/1966,80000000,36,L,21,SYARIAH
JDS.000117,P,18/02/1980,120000000,48,PK,18,SYARIAH
JDS.000118,P,17/05/1972,250000000,36,L,20,SYARIAH
JDS.000120,L,31/12/1974,101000000,48,L,21,SYARIAH
JDS.000121,L,28/01/1988,80000000,36,L,19,SYARIAH
JDS.000123,P,18/04/1978,50000000,36,D,14,SYARIAH
JDS.000124,P,31/12/1962,150000000,48,L,20,SYARIAH
JDS.000126,P,31/12/1971,101000000,48,L,19,SYARIAH
JDS.000127,P,25/05/1979,150000000,36,PK,16,SYARIAH
JDS.000128,P,08/04/1959,40000000,36,L,19,SYARIAH
JDS.000130,L,15/02/1970,200000000,48,L,19,SYARIAH
JDS.000131,L,16/09/1989,101000000,36,L,19,SYARIAH
JDS.000133,P,07/09/2001,180000000,36,L,18,SYARIAH
JDS.000135,L,17/06/1980,35000000,36,L,18,SYARIAH
JDS.000136,L,25/05/1997,50000000,36,PK,15,SYARIAH
JDS.000137,P,12/07/1963,101000000,48,PK,15,SYARIAH
JDS.000138,P,09/01/1970,75000000,36,PK,15,SYARIAH
JDS.000139,P,04/06/1975,50000000,24,M,9,SYARIAH
JDS.000140,L,02/03/1982,40000000,24,M,10,SYARIAH
JDS.000141,P,05/05/1964,50000000,36,PK,14,SYARIAH
JDS.000142,P,16/04/1967,110000000,48,PK,14,SYARIAH
JDS.000144,L,20/05/1983,50000000,36,L,15,SYARIAH
JDS.000071,P,08/05/1980,200000000,36,PK,13,SYARIAH
JDS.000145,P,25/05/1992,80000000,36,PK,13,SYARIAH
JDS.000146,P,26/09/1980,30000000,24,PK,13,SYARIAH
JDS.000147,P,13/03/1983,50000000,36,L,16,SYARIAH
JDS.000148,P,20/03/1991,101000000,24,L,16,SYARIAH
JDS.000149,L,28/09/1974,75000000,36,PK,13,SYARIAH
JDS.000150,L,29/07/1973,35000000,36,L,16,SYARIAH
JDS.000020,L,16/10/1973,134000000,38,L,16,SYARIAH
JDS.000151,P,11/03/1978,200000000,48,L,15,SYARIAH
JDS.000152,P,21/02/1995,50000000,36,L,15,SYARIAH
JDS.000153,L,12/01/1970,25000000,24,L,15,SYARIAH
JDS.000154,L,04/03/1983,150000000,36,PK,12,SYARIAH
JDS.000156,P,09/07/1968,110000000,48,PK,13,SYARIAH
JDS.000157,P,31/12/1977,20000000,24,PK,12,SYARIAH
JDS.000158,L,11/04/1962,70000000,36,PK,12,SYARIAH
JDS.000159,P,20/02/1997,50000000,36,PK,11,SYARIAH
JDS.000160,P,02/11/1989,120000000,36,L,14,SYARIAH
JDS.000162,P,28/04/1982,55000000,36,L,14,SYARIAH
JDS.000163,L,23/05/1983,50000000,36,L,14,SYARIAH
JDS.000164,P,02/10/1997,40000000,36,L,14,SYARIAH
JDS.000165,P,04/03/1969,101000000,48,PK,11,SYARIAH
JDS.000166,L,12/08/1981,101000000,36,L,13,SYARIAH
JDS.000185,L,11/11/1978,101000000,36,L,13,SYARIAH
JDS.000186,L,04/05/1962,51000000,36,L,13,SYARIAH
JDS.000187,L,25/03/1961,30000000,24,L,13,SYARIAH
JDS.000188,P,02/02/1972,35000000,36,L,13,SYARIAH
JDS.000189,L,17/08/1962,200000000,36,PK,10,SYARIAH
JDS.000190,L,29/01/1990,70000000,36,PK,10,SYARIAH
JDS.000191,P,14/03/1995,200000000,48,L,13,SYARIAH
JDS.000192,P,17/05/1978,60000000,36,PK,10,SYARIAH
JDS.000193,P,08/10/1986,110000000,48,L,12,SYARIAH
JDS.000194,P,30/12/1992,25000000,24,L,12,SYARIAH
JDS.000195,L,02/07/1969,125000000,36,L,11,SYARIAH
JDS.000196,P,04/07/1985,130000000,36,PK,9,SYARIAH
JDS.000197,P,27/07/1998,200000000,36,PK,10,SYARIAH
JDS.000018,P,21/05/1975,97400000,29,L,3,SYARIAH
JDS.000198,L,13/01/1977,35000000,36,L,11,SYARIAH
JDS.000199,P,17/04/1978,80000000,36,PK,9,SYARIAH
JDS.000200,P,26/03/1977,70000000,36,L,11,SYARIAH
JDS.000201,P,31/12/1972,101000000,48,L,11,SYARIAH
JDS.000202,L,16/12/1986,80000000,36,L,11,SYARIAH
JDS.000203,P,04/02/1986,80000000,36,L,11,SYARIAH
JDS.000204,L,10/06/1965,30000000,36,L,10,SYARIAH
JDS.000205,P,02/03/1983,40000000,36,L,10,SYARIAH
JDS.000206,L,03/05/1988,50000000,36,L,10,SYARIAH
JDS.000106,L,29/11/1973,161000000,60,PK,8,SYARIAH
JDS.000207,P,19/10/1982,50000000,36,PK,7,SYARIAH
JDS.000208,P,07/04/1970,50000000,36,PK,7,SYARIAH
JDS.000060,P,17/09/1965,36500000,30,PK,8,SYARIAH
JDS.000209,L,14/08/1987,50000000,36,L,9,SYARIAH
JDS.000033,L,24/05/1970,500000000,36,L,8,SYARIAH
JDS.000037,L,18/09/1982,18200000,22,L,7,SYARIAH
JDS.000065,P,26/10/1972,35500000,28,L,8,SYARIAH
JDS.000052,P,23/03/1962,80700000,38,L,8,SYARIAH
JDS.000068,P,27/12/1964,25600000,35,PK,6,SYARIAH
JDS.000062,L,05/04/1989,55100000,27,L,7,SYARIAH
JDS.000043,P,02/11/1987,68500000,48,L,7,SYARIAH
JDS.000046,L,24/02/1967,109800000,36,L,7,SYARIAH
JDS.000056,L,05/05/1967,17300000,14,L,7,SYARIAH
JDS.000053,P,06/02/1991,231200000,54,L,6,SYARIAH
JDS.000067,L,05/07/1970,85900000,33,L,6,SYARIAH
JDS.000002,P,14/10/1983,38000000,36,L,6,SYARIAH
JDS.000218,P,01/01/1984,40000000,36,L,6,SYARIAH
JDS.000219,P,14/09/1967,100000000,36,L,6,SYARIAH
JDS.000220,P,10/02/1963,100000000,36,L,6,SYARIAH
JDS.000223,P,19/03/1979,100000000,36,L,6,SYARIAH
JDS.000059,P,18/11/1975,135000000,44,L,6,SYARIAH
JDS.000058,P,31/12/1963,233500000,48,L,6,SYARIAH
JDS.000035,P,16/06/1986,271500000,49,L,6,SYARIAH
JDS.000016,P,26/08/1992,40200000,33,L,6,SYARIAH
JDS.000070,L,28/01/1997,109500000,31,L,6,SYARIAH
JDS.000040,P,26/04/1974,467500000,52,L,6,SYARIAH
JDS.000015,L,31/12/1960,112000000,40,L,6,SYARIAH
JDS.000054,L,31/03/1987,192000000,46,L,5,SYARIAH
JDS.000225,P,19/12/1987,100000000,36,L,5,SYARIAH
JDS.000022,L,10/05/1973,57000000,30,L,5,SYARIAH
JDS.000027,L,12/05/1958,47600000,40,L,5,SYARIAH
JDS.000227,L,11/10/1984,120000000,24,L,5,SYARIAH
JDS.000034,P,07/07/1978,42900000,42,L,5,SYARIAH
JDS.000113,L,19/03/1985,173500000,60,L,4,SYARIAH
JDS.000119,L,20/08/1975,184400000,48,L,4,SYARIAH
JDS.000031,P,15/08/1985,50000000,41,PK,3,SYARIAH
JDS.000032,P,02/05/1964,79800000,60,L,4,SYARIAH
JDS.000079,P,02/09/1972,60400000,48,L,5,SYARIAH
JDS.000063,P,09/04/1992,53500000,35,PK,3,SYARIAH
JDS.000061,P,20/10/1971,42700000,25,L,5,SYARIAH
JDS.000001,L,07/06/1976,34200000,20,L,4,SYARIAH
JDS.000229,P,18/04/1986,30000000,36,L,4,SYARIAH
JDS.000045,P,01/07/1964,97500000,35,L,4,SYARIAH
JDS.000231,L,20/03/1988,75000000,36,L,4,SYARIAH
JDS.000232,P,17/07/1989,51000000,36,L,4,SYARIAH
JDS.000233,P,14/12/1975,60000000,36,L,4,SYARIAH
JDS.000234,P,23/08/1986,51000000,24,L,3,SYARIAH
JDS.000076,P,24/12/1998,44685000,50,L,3,SYARIAH
JDS.000101,P,31/12/1960,257800000,60,L,3,SYARIAH
JDS.000026,P,07/05/1958,42200000,47,L,3,SYARIAH
JDS.000093,P,04/06/1980,70500000,60,PK,1,SYARIAH
JDS.000107,P,04/04/1974,33000000,60,PK,1,SYARIAH
JDS.000038,P,30/10/1971,35000000,19,L,1,SYARIAH
JDS.000042,L,22/05/1974,91300000,56,L,2,SYARIAH
JDS.000064,P,15/11/1993,42800000,25,L,1,SYARIAH
JDS.000134,P,31/12/1977,153200000,60,L,1,SYARIAH
JDS.000073,L,08/12/1965,75400000,60,L,1,SYARIAH
JDS.000048,P,08/08/1965,28400000,28,L,1,SYARIAH
JDS.000161,P,03/04/1990,178500000,60,L,1,SYARIAH
JDS.000210,P,07/12/1977,35000000,36,L,8,SYARIAH
JDS.000212,P,05/12/1962,50000000,36,L,8,SYARIAH
JDS.000211,L,01/01/1992,50000000,36,L,8,SYARIAH
JDS.000213,P,09/10/1978,25000000,24,L,7,SYARIAH
JDS.000214,L,12/05/1976,30000000,24,L,7,SYARIAH
JDS.000215,P,31/12/1972,50000000,36,L,7,SYARIAH
JDS.000216,P,30/05/1995,50000000,36,L,7,SYARIAH
JDS.000217,P,02/05/1970,50000000,36,L,6,SYARIAH
JDS.000221,L,28/01/1983,35000000,36,L,6,SYARIAH
JDS.000222,P,16/08/1980,35000000,36,L,6,SYARIAH
JDS.000224,P,20/07/1980,50000000,36,L,5,SYARIAH
JDS.000226,P,12/02/2000,30000000,36,L,5,SYARIAH
JDS.000228,P,31/12/1972,30000000,24,L,4,SYARIAH
JDS.000230,L,09/07/1981,20000000,24,L,4,SYARIAH
JBS.000003,P,08/07/1996,101000000,48,L,42,SYARIAH
JBS.000004,P,15/10/1971,210000000,60,L,41,SYARIAH
JBS.000059,P,14/07/1960,30000000,36,L,34,SYARIAH
JBS.000077,L,04/04/1986,51000000,36,PK,29,SYARIAH
JBS.000078,L,18/10/1982,40000000,36,L,31,SYARIAH
JBS.000089,L,10/11/1965,75000000,36,L,27,SYARIAH
JBS.000093,L,11/08/1987,51000000,36,L,27,SYARIAH
JBS.000098,P,21/12/1964,50000000,36,L,26,SYARIAH
JBS.000105,L,26/06/1980,26000000,36,L,25,SYARIAH
JBS.000106,L,06/02/1980,51000000,36,L,25,SYARIAH
JBS.000107,P,15/06/1971,30000000,36,PK,22,SYARIAH
JBS.000113,P,13/12/1983,35000000,36,L,24,SYARIAH
JBS.000115,L,01/07/1969,110000000,36,L,24,SYARIAH
JBS.000118,L,07/11/1978,60000000,36,M,15,SYARIAH
JBS.000120,L,03/11/1982,30000000,36,L,23,SYARIAH
JBS.000121,L,26/07/1984,50000000,36,L,22,SYARIAH
JBS.000122,P,01/07/1966,50000000,36,L,22,SYARIAH
JBS.000024,P,09/01/1989,250000000,48,L,23,SYARIAH
JBS.000157,L,18/02/1973,50000000,36,L,21,SYARIAH
JBS.000205,P,18/01/1988,250000000,48,L,21,SYARIAH
JBS.000210,P,01/10/1974,50000000,24,L,21,SYARIAH
JBS.000227,L,16/08/1973,35000000,36,PK,18,SYARIAH
JBS.000247,P,28/05/1988,50000000,36,L,20,SYARIAH
JBS.000250,L,26/05/1975,35000000,36,L,19,SYARIAH
JBS.000262,P,01/07/1958,50000000,24,L,20,SYARIAH
JBS.000264,L,17/04/1974,55000000,36,L,20,SYARIAH
JBS.000272,L,13/02/1974,50000000,36,PK,16,SYARIAH
JBS.000276,L,16/10/1973,26000000,36,L,19,SYARIAH
JBS.000279,P,18/04/1973,60000000,36,L,19,SYARIAH
JBS.000283,L,20/03/1973,50000000,36,L,18,SYARIAH
JBS.000284,P,01/06/1969,40000000,36,L,19,SYARIAH
JBS.000304,P,11/11/1981,25000000,24,L,18,SYARIAH
JBS.000305,P,12/12/1985,35000000,36,L,18,SYARIAH
JBS.000306,L,14/01/1992,35000000,36,L,18,SYARIAH
JBS.000307,L,07/11/1999,50000000,36,L,18,SYARIAH
JBS.000308,P,25/05/1992,50000000,36,L,18,SYARIAH
JBS.000309,L,22/06/1995,155000000,48,L,17,SYARIAH
JBS.000313,P,28/08/1968,35000000,36,L,17,SYARIAH
JBS.000316,P,11/03/1966,175000000,48,L,17,SYARIAH
JBS.000315,L,08/04/1970,25000000,24,L,17,SYARIAH
JBS.000317,L,01/07/1976,40000000,24,L,17,SYARIAH
JBS.000327,P,22/12/1990,200000000,48,L,16,SYARIAH
JBS.000328,P,07/04/1959,125000000,30,L,16,SYARIAH
JBS.000336,P,09/01/1970,75000000,36,L,16,SYARIAH
JBS.000339,L,12/08/1986,100000000,36,L,16,SYARIAH
JBS.000342,P,07/03/1986,75000000,36,L,15,SYARIAH
JBS.000350,P,21/11/1987,200000000,36,L,15,SYARIAH
JBS.000406,L,17/08/1958,50000000,24,L,13,SYARIAH
JBS.000407,L,21/01/1980,180000000,48,L,14,SYARIAH
JBS.000414,L,09/05/1975,35000000,24,L,13,SYARIAH
JBS.000425,P,05/06/1973,15000000,24,L,13,SYARIAH
JBS.000430,P,25/05/1983,155000000,48,L,13,SYARIAH
JBS.000431,P,04/03/1992,30000000,36,L,13,SYARIAH
JBS.000442,L,10/06/1961,30000000,36,L,12,SYARIAH
JBS.000443,P,27/03/1962,50000000,24,L,12,SYARIAH
JBS.000444,#N/A,#N/A,30000000,12,L,12,SYARIAH
JBS.000445,L,21/08/1967,201000000,48,L,12,SYARIAH
JBS.000454,L,12/03/1981,150000000,24,L,10,SYARIAH
JBS.000458,L,03/03/1965,50000000,24,L,11,SYARIAH
JBS.000459,L,06/05/1982,50000000,24,L,11,SYARIAH
JBS.000460,P,16/12/1983,60000000,36,L,11,SYARIAH
JBS.000461,P,09/07/1979,25000000,24,L,11,SYARIAH
JBS.000462,P,15/12/1973,30000000,18,L,11,SYARIAH
JBS.000465,P,03/02/1964,50000000,36,L,10,SYARIAH
JBS.000471,L,13/07/1985,25000000,24,L,10,SYARIAH
JBS.000485,P,07/06/1982,20000000,24,L,9,SYARIAH
JBS.000486,L,15/06/1970,35000000,36,L,9,SYARIAH
JBS.000490,P,13/04/1967,25000000,24,L,9,SYARIAH
JBS.000058,P,10/06/1969,40700000,24,L,7,SYARIAH
JBS.000055,P,09/08/1977,340000000,60,L,7,SYARIAH
JBS.000065,P,31/12/1973,35400000,24,L,7,SYARIAH
JBS.000072,P,01/01/1963,60500000,24,L,6,SYARIAH
JBS.000049,L,17/01/1980,25400000,18,L,6,SYARIAH
JBS.000032,P,17/06/1981,46800000,20,L,6,SYARIAH
JBS.000056,P,28/11/1979,43300000,15,L,5,SYARIAH
JBS.000036,P,17/09/1963,461500000,45,L,6,SYARIAH
JBS.000026,P,15/01/1998,33300000,22,L,6,SYARIAH
JBS.000027,L,12/12/1973,41200000,13,L,6,SYARIAH
JBS.000062,L,06/05/1968,16200000,5,PK,4,SYARIAH
JBS.000039,L,27/07/1987,43500000,18,L,6,SYARIAH
JBS.000011,P,02/02/1993,116500000,21,L,6,SYARIAH
JBS.000007,L,17/10/1980,215000000,16,L,6,SYARIAH
JBS.000060,P,04/07/1960,215000000,24,L,6,SYARIAH
JBS.000061,P,21/05/1963,48300000,13,L,6,SYARIAH
JBS.000045,P,02/05/1962,110500000,33,L,6,SYARIAH
JBS.000016,P,02/05/1987,265000000,15,L,6,SYARIAH
JBS.000005,P,02/03/1977,281000000,41,L,6,SYARIAH
JBS.000047,P,14/10/1965,231800000,31,L,5,SYARIAH
JBS.000046,P,24/08/1988,159300000,30,L,4,SYARIAH
JBS.000052,P,01/04/1966,65300000,18,L,5,SYARIAH
JBS.000043,L,12/06/1974,25000000,14,L,5,SYARIAH
JBS.000021,P,15/05/1989,124000000,24,L,5,SYARIAH
JBS.000051,L,12/03/1982,84500000,25,L,4,SYARIAH
JBS.000015,P,16/10/1962,13000000,10,PK,2,SYARIAH
JBS.000053,L,30/08/1963,68000000,33,L,5,SYARIAH
JBS.000547,P,12/01/1982,200000000,48,L,4,SYARIAH
JBS.000562,P,31/12/1972,20000000,24,L,4,SYARIAH
JBS.000030,P,14/05/1987,104000000,36,L,4,SYARIAH
JBS.000314,L,02/07/1971,116000000,60,PK,1,SYARIAH
JBS.000054,P,17/03/1964,62500000,24,L,3,SYARIAH
JBS.000044,L,11/03/1969,41500000,24,L,3,SYARIAH
JBS.000091,L,31/03/1975,161800000,36,PK,1,SYARIAH
JBS.000069,P,29/02/1984,34000000,14,L,1,SYARIAH
JBS.000006,P,24/06/1964,31000000,24,L,2,SYARIAH
JBS.000109,P,12/02/1971,50000000,24,L,1,SYARIAH
JBS.000576,P,24/11/1986,55000000,36,L,1,SYARIAH
JBS.000126,P,26/02/1986,15000000,24,D,20,SYARIAH
JBS.000139,P,15/09/1963,14000000,24,L,22,SYARIAH
JBS.000166,P,15/09/1971,15000000,24,L,22,SYARIAH
JBS.000168,P,31/12/1966,15000000,24,L,22,SYARIAH
JBS.000169,P,17/09/1980,15000000,24,D,17,SYARIAH
JBS.000175,P,31/12/1968,15000000,24,L,22,SYARIAH
JBS.000185,P,01/07/1985,15000000,24,PK,20,SYARIAH
JBS.000184,P,05/03/1985,15000000,24,L,21,SYARIAH
JBS.000183,P,07/05/1978,15000000,24,L,22,SYARIAH
JBS.000181,P,16/08/1982,15000000,24,D,17,SYARIAH
JBS.000188,P,27/09/1969,15000000,24,KL,18,SYARIAH
JBS.000189,P,05/05/1992,15000000,24,L,22,SYARIAH
JBS.000196,P,28/05/1965,15000000,24,L,22,SYARIAH
JBS.000195,P,01/07/1971,15000000,24,L,22,SYARIAH
JBS.000200,P,19/10/1985,10000000,24,D,17,SYARIAH
JBS.000202,P,20/06/1980,15000000,24,D,16,SYARIAH
JBS.000203,P,01/12/1986,10000000,24,PK,18,SYARIAH
JBS.000206,P,08/08/1979,15000000,24,L,21,SYARIAH
JBS.000216,P,13/09/1982,15000000,24,L,21,SYARIAH
JBS.000211,P,23/08/1976,15000000,24,L,21,SYARIAH
JBS.000222,P,01/10/1984,15000000,24,D,16,SYARIAH
JBS.000220,P,15/02/1962,15000000,24,KL,17,SYARIAH
JBS.000219,P,01/07/1985,15000000,24,L,21,SYARIAH
JBS.000221,P,08/03/1974,10000000,24,L,21,SYARIAH
JBS.000229,P,31/12/1979,15000000,24,PK,18,SYARIAH
JBS.000237,P,05/12/1982,15000000,24,D,15,SYARIAH
JBS.000236,P,31/12/1978,15000000,24,L,20,SYARIAH
JBS.000235,P,21/03/1996,15000000,24,L,20,SYARIAH
JBS.000234,P,13/11/1977,15000000,24,L,20,SYARIAH
JBS.000233,P,01/01/1992,15000000,24,L,20,SYARIAH
JBS.000241,P,12/07/1972,15000000,24,M,13,SYARIAH
JBS.000246,P,01/07/1964,15000000,24,L,20,SYARIAH
JBS.000256,P,12/11/1963,15000000,24,M,13,SYARIAH
JBS.000257,P,27/03/1988,15000000,24,PK,17,SYARIAH
JBS.000258,P,11/11/1980,15000000,24,D,15,SYARIAH
JBS.000259,P,21/12/1989,15000000,24,PK,17,SYARIAH
JBS.000260,P,06/06/1980,15000000,24,D,15,SYARIAH
JBS.000261,P,16/07/1996,15000000,24,D,15,SYARIAH
JBS.000253,P,31/08/1967,15000000,24,D,15,SYARIAH
JBS.000267,P,31/12/1961,13000000,24,L,19,SYARIAH
JBS.000273,P,01/07/1976,11000000,24,PK,16,SYARIAH
JBS.000274,P,15/07/1991,11000000,24,PK,17,SYARIAH
JBS.000280,P,06/05/1990,13000000,24,L,19,SYARIAH
JBS.000281,P,24/04/1964,13000000,24,L,19,SYARIAH
JBS.000297,P,05/05/1985,13000000,24,PK,15,SYARIAH
JBS.000299,P,31/12/1986,13000000,24,D,13,SYARIAH
JBS.000293,P,31/12/1974,13000000,24,PK,15,SYARIAH
JBS.000294,P,31/12/1965,13000000,24,PK,15,SYARIAH
JBS.000295,P,11/10/1981,13000000,24,PK,15,SYARIAH
JBS.000296,P,31/12/1960,13000000,24,PK,16,SYARIAH
JBS.000292,P,24/07/1964,13000000,24,D,12,SYARIAH
JBS.000298,P,29/12/1969,13000000,24,KL,14,SYARIAH
JBS.000289,P,06/12/1988,13000000,24,PK,15,SYARIAH
JBS.000288,P,04/05/1979,13000000,24,D,12,SYARIAH
JBS.000301,P,25/05/1977,11000000,24,M,10,SYARIAH
JBS.000300,P,18/08/1968,13000000,24,L,18,SYARIAH
JBS.000302,P,09/07/1990,13000000,24,L,17,SYARIAH
JBS.000303,P,07/06/1975,13000000,24,PK,15,SYARIAH
JBS.000310,P,04/10/1961,11000000,24,L,17,SYARIAH
JBS.000312,P,04/04/1983,13000000,24,PK,14,SYARIAH
JBS.000325,P,17/08/1985,14000000,24,PK,14,SYARIAH
JBS.000323,P,29/09/1967,14000000,24,L,16,SYARIAH
JBS.000321,P,10/12/1979,14000000,24,PK,13,SYARIAH
JBS.000319,P,29/05/1969,14000000,24,PK,14,SYARIAH
JBS.000320,P,27/03/1974,14000000,24,D,11,SYARIAH
JBS.000326,P,17/03/1965,14000000,24,L,16,SYARIAH
JBS.000322,P,05/07/1978,14000000,24,KL,12,SYARIAH
JBS.000324,P,06/09/1989,14000000,24,PK,13,SYARIAH
JBS.000329,P,28/05/1995,13000000,24,D,11,SYARIAH
JBS.000347,P,16/02/1988,10000000,24,L,15,SYARIAH
JBS.000349,P,07/09/1978,11000000,24,L,15,SYARIAH
JBS.000348,P,13/07/1984,11000000,24,L,15,SYARIAH
JBS.000345,P,16/04/1975,11000000,24,L,15,SYARIAH
JBS.000344,P,06/02/1986,11000000,24,L,15,SYARIAH
JBS.000346,P,25/05/1981,11000000,24,L,15,SYARIAH
JBS.000363,P,19/08/1974,11000000,24,L,15,SYARIAH
JBS.000362,P,20/10/1986,15000000,24,KL,11,SYARIAH
JBS.000364,P,14/08/1962,15000000,24,PK,12,SYARIAH
JBS.000359,P,14/07/1976,15000000,24,PK,12,SYARIAH
JBS.000365,P,03/06/1976,10000000,24,L,14,SYARIAH
JBS.000367,P,28/09/1994,10000000,24,PK,12,SYARIAH
JBS.000368,P,26/03/1976,15000000,24,L,15,SYARIAH
JBS.000369,P,12/02/1988,15000000,24,L,15,SYARIAH
