Nasabah_ID,Jenis_Kel,Tgl_lahir,Jml_Pinjaman,JW,Kolektibilitas,angsuran_ke,Unit
MFS.000211,L,24/05/1998,50000000,24,L,5,SYARIAH
MFS.000212,P,01/07/1964,30000000,36,L,5,SYARIAH
MFS.000214,P,07/07/1964,40000000,36,L,4,SYARIAH
MFS.000219,L,12/12/1985,30000000,36,L,4,SYARIAH
QXS.000009,P,01/07/1979,30000000,36,M,36,SYARIAH
QXS.000017,L,31/12/1979,60000000,24,M,19,SYARIAH
QXS.000026,P,01/07/1990,51000000,36,M,35,SYARIAH
QXS.000014,P,10/03/1972,101000000,48,PK,38,SYARIAH
QXS.000038,#N/A,#N/A,35000000,36,L,36,SYARIAH
QXS.000042,L,10/10/1979,51000000,36,L,36,SYARIAH
QXS.000055,P,04/10/1973,51000000,36,L,34,SYARIAH
QXS.000078,P,06/08/1983,35000000,36,PK,30,SYARIAH
QXS.000080,L,15/07/1974,20000000,36,PK,28,SYARIAH
QXS.000085,L,11/07/1973,51000000,36,PK,28,SYARIAH
QXS.000032,P,07/06/1978,90000000,42,L,29,SYARIAH
QXS.000096,L,27/03/1989,50000000,36,PK,26,SYARIAH
QXS.000100,L,15/04/1980,40000000,24,M,19,SYARIAH
QXS.000105,L,08/10/1994,75000000,36,PK,24,SYARIAH
QXS.000106,P,18/06/1976,35000000,36,M,19,SYARIAH
QXS.000107,L,03/04/1972,25000000,24,M,21,SYARIAH
QXS.000109,P,19/08/1985,85000000,36,PK,24,SYARIAH
QXS.000036,P,17/08/1967,139500000,45,L,7,SYARIAH
QXS.000113,#N/A,#N/A,51000000,24,D,21,SYARIAH
QXS.000114,P,27/04/1984,30000000,36,PK,23,SYARIAH
QXS.000115,P,17/07/1969,120000000,48,PK,23,SYARIAH
QXS.000119,P,23/09/1969,101000000,48,PK,23,SYARIAH
QXS.000120,#N/A,#N/A,20000000,24,KL,25,SYARIAH
QXS.000123,L,20/02/1977,80000000,36,PK,23,SYARIAH
QXS.000125,P,05/02/1979,110000000,48,L,25,SYARIAH
QXS.000124,L,18/07/1971,60000000,36,L,25,SYARIAH
QXS.000126,P,12/04/1987,20000000,24,KL,22,SYARIAH
QXS.000127,L,10/07/1982,60000000,36,PK,23,SYARIAH
QXS.000128,P,23/03/1990,60000000,36,PK,23,SYARIAH
QXS.000132,P,06/07/1975,35000000,36,L,24,SYARIAH
QXS.000133,P,31/12/1975,30000000,36,PK,23,SYARIAH
QXS.000135,L,02/07/1978,90000000,36,PK,21,SYARIAH
QXS.000136,P,25/03/1984,25000000,24,KL,20,SYARIAH
QXS.000138,P,17/06/1985,40000000,36,PK,22,SYARIAH
QXS.000140,L,02/03/1965,35000000,36,PK,21,SYARIAH
QXS.000142,L,18/02/1961,75000000,36,D,18,SYARIAH
QXS.000143,P,15/12/1972,55000000,36,PK,21,SYARIAH
QXS.000144,P,28/08/1982,130000000,48,L,22,SYARIAH
QXS.000147,P,07/06/1971,35000000,36,L,23,SYARIAH
QXS.000148,L,08/08/1978,30000000,36,D,17,SYARIAH
QXS.000149,P,23/08/1969,205000000,36,L,23,SYARIAH
QXS.000151,P,20/11/1978,160000000,48,PK,20,SYARIAH
QXS.000152,L,06/06/1981,25000000,24,PK,18,SYARIAH
QXS.000153,L,31/12/1961,110000000,48,L,21,SYARIAH
QXS.000154,L,18/10/1982,180000000,48,L,21,SYARIAH
QXS.000157,P,05/03/1972,45000000,36,L,20,SYARIAH
QXS.000158,P,31/12/1960,55000000,36,PK,18,SYARIAH
QXS.000159,L,27/07/1982,51000000,24,L,20,SYARIAH
QXS.000160,L,12/06/1975,60000000,36,L,20,SYARIAH
QXS.000162,P,30/11/1996,90000000,36,L,20,SYARIAH
QXS.000164,L,20/05/1971,20000000,24,L,20,SYARIAH
QXS.000165,L,20/08/1979,120000000,48,L,20,SYARIAH
QXS.000063,L,27/10/1960,34500000,27,L,5,SYARIAH
QXS.000167,L,17/03/1998,51000000,36,KL,16,SYARIAH
QXS.000169,P,19/11/1986,60000000,36,M,12,SYARIAH
QXS.000171,P,23/06/1997,35000000,36,L,19,SYARIAH
QXS.000172,P,05/12/1984,35000000,36,L,18,SYARIAH
QXS.000173,P,08/10/1980,75000000,36,PK,16,SYARIAH
QXS.000174,L,01/03/1990,35000000,36,L,19,SYARIAH
QXS.000175,P,26/01/1974,30000000,36,PK,15,SYARIAH
QXS.000176,P,05/06/1988,150000000,48,PK,16,SYARIAH
QXS.000177,L,10/12/1991,55000000,36,PK,15,SYARIAH
QXS.000178,L,25/05/1975,70000000,36,L,17,SYARIAH
QXS.000179,P,23/04/1975,51000000,36,PK,15,SYARIAH
QXS.000180,P,08/12/1984,25000000,24,PK,16,SYARIAH
QXS.000183,P,06/12/1991,25000000,24,L,18,SYARIAH
QXS.000184,L,01/12/1987,70000000,36,L,18,SYARIAH
QXS.000185,P,02/01/1978,51000000,24,PK,15,SYARIAH
QXS.000186,L,23/08/1986,50000000,36,L,16,SYARIAH
QXS.000188,P,16/10/1975,25000000,24,KL,13,SYARIAH
QXS.000189,P,27/08/1990,20000000,24,L,17,SYARIAH
QXS.000190,P,23/08/1988,35000000,36,D,11,SYARIAH
QXS.000191,L,01/07/1986,25000000,24,M,8,SYARIAH
QXS.000192,L,05/09/1988,50000000,36,L,16,SYARIAH
QXS.000195,L,11/06/2000,50000000,36,L,15,SYARIAH
QXS.000197,P,16/05/1975,51000000,36,L,15,SYARIAH
QXS.000198,L,14/07/1995,60000000,36,L,15,SYARIAH
QXS.000199,L,10/11/1986,35000000,36,L,15,SYARIAH
QXS.000200,L,31/12/1965,150000000,48,L,15,SYARIAH
QXS.000201,P,07/10/1968,20000000,24,L,15,SYARIAH
QXS.000203,P,02/03/1971,35000000,36,PK,12,SYARIAH
QXS.000204,L,15/02/1980,60000000,36,L,15,SYARIAH
QXS.000205,P,05/05/1979,40000000,36,PK,12,SYARIAH
QXS.000207,P,13/07/1974,51000000,36,PK,12,SYARIAH
QXS.000208,L,05/05/1986,35000000,36,L,13,SYARIAH
QXS.000209,P,17/08/1984,30000000,36,L,14,SYARIAH
QXS.000210,P,14/01/1959,40000000,24,PK,11,SYARIAH
QXS.000211,L,07/08/1975,51000000,36,L,14,SYARIAH
QXS.000212,L,13/05/1960,30000000,12,D,11,SYARIAH
QXS.000213,L,12/03/1976,60000000,36,L,13,SYARIAH
QXS.000215,L,25/03/1984,70000000,36,L,12,SYARIAH
QXS.000217,P,12/01/1988,25000000,36,L,13,SYARIAH
QXS.000219,L,05/12/1970,60000000,36,L,13,SYARIAH
QXS.000220,P,27/08/1975,101000000,48,PK,10,SYARIAH
QXS.000221,P,17/08/1990,40000000,36,L,13,SYARIAH
QXS.000222,P,01/07/1984,101000000,48,PK,9,SYARIAH
QXS.000223,L,11/07/1972,50000000,36,L,12,SYARIAH
QXS.000225,L,07/06/1968,60000000,36,L,12,SYARIAH
QXS.000227,P,10/01/1974,25000000,24,L,12,SYARIAH
QXS.000228,P,27/02/1977,110000000,48,L,11,SYARIAH
QXS.000229,L,10/06/1974,190000000,48,L,12,SYARIAH
QXS.000101,P,06/07/1985,118000000,60,L,12,SYARIAH
QXS.000231,L,01/12/1990,60000000,36,L,11,SYARIAH
QXS.000232,L,20/07/1991,20000000,24,L,11,SYARIAH
QXS.000233,L,28/10/1986,20000000,24,L,11,SYARIAH
QXS.000234,P,25/07/1985,150000000,48,L,11,SYARIAH
QXS.000235,L,15/10/1986,50000000,36,L,11,SYARIAH
QXS.000236,L,07/07/1973,90000000,36,L,11,SYARIAH
QXS.000237,P,14/12/1985,35000000,36,L,11,SYARIAH
QXS.000238,L,01/07/1978,70000000,36,L,11,SYARIAH
QXS.000239,P,03/01/1979,50000000,36,PK,8,SYARIAH
QXS.000240,L,01/01/1968,50000000,36,L,10,SYARIAH
QXS.000241,P,30/12/1978,40000000,36,L,10,SYARIAH
QXS.000242,P,24/07/1976,50000000,36,L,10,SYARIAH
QXS.000243,P,17/05/1985,30000000,36,L,9,SYARIAH
QXS.000245,P,07/03/1982,50000000,36,L,9,SYARIAH
QXS.000244,L,18/04/1969,25000000,24,L,9,SYARIAH
QXS.000246,P,26/06/1997,15000000,24,L,9,SYARIAH
QXS.000061,L,06/01/1968,75000000,12,L,9,SYARIAH
QXS.000247,P,02/03/1969,35000000,36,L,9,SYARIAH
QXS.000248,L,09/12/1969,25000000,24,L,9,SYARIAH
QXS.000249,P,14/03/1983,35000000,36,L,8,SYARIAH
QXS.000193,L,31/12/1971,60000000,36,L,8,SYARIAH
QXS.000072,L,15/07/1964,123400000,36,L,8,SYARIAH
QXS.000048,L,21/08/1969,300000000,48,L,7,SYARIAH
QXS.000028,P,20/01/1983,36200000,15,L,7,SYARIAH
QXS.000102,L,17/08/1987,114500000,60,L,7,SYARIAH
QXS.000065,L,06/02/1972,16100000,27,L,7,SYARIAH
QXS.000076,L,17/08/1986,125200000,42,L,6,SYARIAH
QXS.000022,L,31/12/1989,34300000,31,L,6,SYARIAH
QXS.000051,P,01/07/1976,29900000,28,L,6,SYARIAH
QXS.000039,P,10/10/1966,42200000,36,L,6,SYARIAH
QXS.000005,P,24/01/1976,27400000,28,PK,4,SYARIAH
QXS.000054,L,23/01/1988,43800000,38,L,6,SYARIAH
QXS.000074,P,15/05/1986,30500000,36,PK,3,SYARIAH
QXS.000044,P,03/03/1980,51700000,24,L,5,SYARIAH
QXS.000262,P,31/12/1989,25000000,24,L,6,SYARIAH
QXS.000263,P,16/09/1987,51000000,36,L,6,SYARIAH
QXS.000008,L,15/07/1962,15000000,17,L,6,SYARIAH
QXS.000047,P,12/07/1976,35000000,36,L,6,SYARIAH
QXS.000034,P,03/08/1993,67600000,23,L,6,SYARIAH
QXS.000018,L,27/07/1975,32700000,30,L,6,SYARIAH
QXS.000052,P,07/03/1988,233300000,46,L,6,SYARIAH
QXS.000037,L,25/03/1990,142000000,21,L,6,SYARIAH
QXS.000002,L,30/12/1981,50200000,35,L,5,SYARIAH
QXS.000041,L,01/07/1967,222000000,36,L,6,SYARIAH
QXS.000073,P,11/03/1984,74500000,40,PK,3,SYARIAH
QXS.000046,P,26/07/1974,44500000,34,L,5,SYARIAH
QXS.000059,P,07/09/1983,43400000,23,L,4,SYARIAH
QXS.000069,L,25/05/1974,42000000,27,PK,3,SYARIAH
QXS.000092,L,01/02/1988,62500000,60,PK,2,SYARIAH
QXS.000015,L,22/10/1983,15500000,28,PK,2,SYARIAH
QXS.000029,L,16/07/1986,53800000,24,L,5,SYARIAH
QXS.000019,L,31/12/1968,40000000,30,L,4,SYARIAH
QXS.000058,L,09/12/1973,91500000,54,L,5,SYARIAH
QXS.000273,P,12/08/1986,200000000,48,L,4,SYARIAH
QXS.000045,P,07/11/1977,36000000,25,PK,1,SYARIAH
QXS.000004,P,20/12/1977,32500000,29,PK,2,SYARIAH
QXS.000275,L,20/02/1986,100000000,36,L,4,SYARIAH
QXS.000024,L,23/06/1978,29000000,27,PK,1,SYARIAH
QXS.000016,P,18/10/1985,28000000,31,PK,2,SYARIAH
QXS.000121,P,09/09/1974,48500000,60,PK,2,SYARIAH
QXS.000010,L,07/07/1979,34400000,32,PK,1,SYARIAH
QXS.000031,P,18/04/1979,63800000,44,PK,1,SYARIAH
QXS.000155,P,11/11/1980,57800000,60,PK,1,SYARIAH
QXS.000145,P,01/08/1964,96400000,36,L,1,SYARIAH
QXS.000122,P,09/04/1996,111100000,48,L,1,SYARIAH
QXS.000196,P,21/05/1976,40000000,36,L,1,SYARIAH
QXS.000137,P,01/07/1962,112500000,60,L,1,SYARIAH
QXS.000194,L,04/05/1979,100000000,36,L,1,SYARIAH
QXS.000150,L,11/11/1966,76500000,60,L,1,SYARIAH
QXS.000030,P,09/10/1974,46200000,34,L,1,SYARIAH
QXS.000025,L,05/11/1970,40200000,37,L,1,SYARIAH
QXS.000035,P,21/04/1965,8400000,10,L,1,SYARIAH
QXS.000040,P,21/04/1971,51250000,36,L,1,SYARIAH
QXS.000250,L,10/08/1980,50000000,36,L,8,SYARIAH
QXS.000251,L,16/11/1972,50000000,36,L,8,SYARIAH
QXS.000252,L,10/10/1982,50000000,36,L,8,SYARIAH
QXS.000253,P,20/09/1985,20000000,24,L,7,SYARIAH
QXS.000254,P,17/08/1972,40000000,36,L,7,SYARIAH
QXS.000255,L,26/03/1969,30000000,24,L,7,SYARIAH
QXS.000256,L,25/01/1995,35000000,36,L,7,SYARIAH
QXS.000257,P,23/03/1983,50000000,36,L,7,SYARIAH
QXS.000258,P,01/07/1961,35000000,36,L,7,SYARIAH
QXS.000259,P,29/05/1979,25000000,24,L,5,SYARIAH
QXS.000260,P,15/11/1963,50000000,36,L,6,SYARIAH
QXS.000261,P,04/07/1979,30000000,36,L,6,SYARIAH
QXS.000264,P,01/04/1984,35000000,36,L,6,SYARIAH
QXS.000265,P,01/02/1983,20000000,24,L,4,SYARIAH
QXS.000266,L,31/12/1971,25000000,24,L,5,SYARIAH
QXS.000267,L,14/10/1999,35000000,36,L,5,SYARIAH
QXS.000268,L,25/11/1970,50000000,36,L,5,SYARIAH
QXS.000269,P,12/07/1972,35000000,36,L,5,SYARIAH
QXS.000270,L,07/09/1972,40000000,36,L,5,SYARIAH
QXS.000271,P,20/06/1992,25000000,24,L,5,SYARIAH
QXS.000272,L,11/07/1992,35000000,36,L,4,SYARIAH
QXS.000274,P,05/09/1973,30000000,24,L,4,SYARIAH
QXS.000277,P,14/05/1978,30000000,36,L,4,SYARIAH
QXS.000279,L,04/06/1985,25000000,24,L,4,SYARIAH
QXS.000278,L,29/06/1994,35000000,36,L,4,SYARIAH
KGS.000046,L,05/12/1994,80000000,36,L,36,SYARIAH
KGS.000050,P,10/11/1968,60000000,36,L,28,SYARIAH
KGS.000079,P,19/09/1960,45000000,36,PK,28,SYARIAH
KGS.000082,P,16/06/1985,100000000,36,PK,28,SYARIAH
KGS.000084,L,30/03/1961,45000000,36,PK,28,SYARIAH
KGS.000026,L,12/05/1981,51300000,40,L,29,SYARIAH
KGS.000087,P,25/03/1985,100000000,36,PK,26,SYARIAH
KGS.000093,L,24/02/1976,75000000,36,L,27,SYARIAH
KGS.000094,L,31/12/1969,65000000,36,L,27,SYARIAH
KGS.000091,L,11/09/1984,120000000,36,PK,24,SYARIAH
KGS.000095,P,29/05/1983,30000000,36,PK,23,SYARIAH
KGS.000100,P,17/04/1987,50000000,36,L,26,SYARIAH
KGS.000101,P,22/11/1981,140000000,48,PK,23,SYARIAH
KGS.000102,L,03/12/1969,250000000,48,PK,23,SYARIAH
KGS.000035,P,06/07/1985,59500000,31,PK,23,SYARIAH
KGS.000106,P,11/06/1993,40000000,36,PK,22,SYARIAH
KGS.000107,P,09/04/1987,300000000,30,PK,22,SYARIAH
KGS.000110,L,15/04/1960,40000000,36,L,24,SYARIAH
KGS.000111,L,17/06/1976,30000000,36,L,24,SYARIAH
KGS.000112,P,01/08/1975,75000000,36,L,24,SYARIAH
KGS.000113,P,26/08/1967,70000000,36,PK,22,SYARIAH
KGS.000114,L,08/05/1966,50000000,36,PK,21,SYARIAH
KGS.000117,L,27/08/1988,100000000,36,PK,21,SYARIAH
KGS.000118,L,24/08/1971,160000000,48,L,23,SYARIAH
KGS.000119,L,05/03/1965,80000000,36,L,24,SYARIAH
KGS.000120,L,10/05/1989,70000000,36,L,24,SYARIAH
KGS.000121,L,07/08/1968,40000000,36,L,23,SYARIAH
KGS.000123,L,14/04/1977,150000000,48,L,9,SYARIAH
KGS.000125,P,21/04/1959,101000000,24,PK,21,SYARIAH
KGS.000126,L,12/12/1989,150000000,36,L,23,SYARIAH
KGS.000127,P,21/07/1981,40000000,36,L,23,SYARIAH
KGS.000129,L,15/08/1979,101000000,48,PK,20,SYARIAH
KGS.000130,L,23/04/1989,35000000,36,PK,20,SYARIAH
KGS.000147,L,10/03/1981,51000000,36,L,22,SYARIAH
KGS.000160,L,18/01/1980,150000000,36,L,22,SYARIAH
KGS.000033,L,15/07/1981,29800000,29,PK,20,SYARIAH
KGS.000204,P,12/02/1979,60000000,36,PK,18,SYARIAH
KGS.000205,L,04/06/1983,70000000,24,L,21,SYARIAH
KGS.000216,L,15/10/1973,50000000,36,PK,18,SYARIAH
KGS.000226,L,13/06/1986,80000000,36,PK,17,SYARIAH
KGS.000239,P,26/12/1983,55000000,36,PK,17,SYARIAH
KGS.000240,L,18/07/1993,35000000,36,PK,17,SYARIAH
KGS.000241,L,06/01/1973,55000000,36,L,20,SYARIAH
KGS.000245,L,05/07/1965,135000000,48,L,19,SYARIAH
KGS.000249,L,13/02/1969,120000000,48,PK,16,SYARIAH
KGS.000254,P,19/01/1965,30000000,24,L,19,SYARIAH
KGS.000257,L,02/12/1982,90000000,36,PK,17,SYARIAH
KGS.000256,P,15/10/1964,30000000,24,L,19,SYARIAH
KGS.000265,L,01/02/1963,35000000,36,L,18,SYARIAH
KGS.000272,L,03/08/1969,55000000,36,L,18,SYARIAH
KGS.000278,L,28/05/1982,200000000,48,L,18,SYARIAH
KGS.000275,P,20/10/1967,30000000,24,L,18,SYARIAH
KGS.000282,L,01/07/1983,70000000,36,L,18,SYARIAH
KGS.000285,P,08/10/1991,80000000,36,PK,14,SYARIAH
KGS.000287,P,02/06/1979,51000000,36,L,17,SYARIAH
KGS.000288,L,13/03/1976,50000000,24,L,17,SYARIAH
KGS.000290,L,28/04/1974,101000000,36,L,17,SYARIAH
KGS.000291,L,01/07/1970,30000000,36,KL,13,SYARIAH
KGS.000300,P,08/02/1979,60000000,18,L,16,SYARIAH
KGS.000301,L,24/12/1995,35000000,36,L,16,SYARIAH
KGS.000304,P,05/10/1959,60000000,36,L,16,SYARIAH
KGS.000303,P,31/12/1975,50000000,36,PK,14,SYARIAH
KGS.000302,L,23/11/1972,60000000,36,L,16,SYARIAH
KGS.000305,L,29/10/1986,60000000,24,L,15,SYARIAH
KGS.000060,P,16/10/1976,53000000,31,L,16,SYARIAH
KGS.000306,L,15/04/1967,51000000,36,L,15,SYARIAH
KGS.000319,L,01/05/1987,25000000,24,L,15,SYARIAH
KGS.000321,P,14/04/1980,80000000,36,L,15,SYARIAH
KGS.000322,L,01/01/1979,101000000,48,L,15,SYARIAH
KGS.000349,L,10/09/1983,35000000,36,PK,11,SYARIAH
KGS.000354,L,18/04/1995,130000000,48,PK,11,SYARIAH
KGS.000355,L,09/09/1973,50000000,36,PK,11,SYARIAH
KGS.000356,L,24/06/1996,60000000,24,L,13,SYARIAH
KGS.000041,L,18/08/1969,34500000,36,L,13,SYARIAH
KGS.000362,L,24/12/1975,70000000,36,L,13,SYARIAH
KGS.000369,L,27/01/1972,70000000,36,L,13,SYARIAH
KGS.000370,P,13/07/1970,75000000,36,L,13,SYARIAH
KGS.000371,P,07/08/1968,30000000,36,PK,10,SYARIAH
KGS.000372,P,19/04/1972,25000000,36,L,13,SYARIAH
KGS.000380,L,24/01/1991,50000000,36,PK,10,SYARIAH
KGS.000383,P,17/10/1974,51000000,36,L,12,SYARIAH
KGS.000388,L,10/10/1985,120000000,48,PK,9,SYARIAH
KGS.000387,L,15/02/1962,50000000,36,L,12,SYARIAH
KGS.000389,P,15/04/1992,60000000,36,L,12,SYARIAH
KGS.000391,L,05/05/1989,30000000,36,L,12,SYARIAH
KGS.000394,L,05/12/1973,51000000,24,L,11,SYARIAH
KGS.000405,L,15/03/1975,90000000,36,L,11,SYARIAH
KGS.000406,P,05/11/1983,50000000,36,PK,8,SYARIAH
KGS.000407,P,10/04/1989,50000000,36,L,11,SYARIAH
KGS.000408,P,23/09/1990,150000000,36,L,11,SYARIAH
KGS.000409,P,05/11/1969,120000000,48,L,11,SYARIAH
KGS.000003,L,10/05/1986,7200000,15,PK,8,SYARIAH
KGS.000414,L,08/03/1969,25000000,24,L,10,SYARIAH
KGS.000416,L,15/06/1978,25000000,12,L,10,SYARIAH
KGS.000419,L,17/04/1974,35000000,24,L,9,SYARIAH
KGS.000420,P,08/02/1965,50000000,24,L,9,SYARIAH
KGS.000421,L,09/09/1997,50000000,36,L,9,SYARIAH
KGS.000422,L,05/10/1994,40000000,36,L,9,SYARIAH
KGS.000088,L,06/09/1986,150000000,48,L,8,SYARIAH
KGS.000053,P,29/04/1984,51400000,42,L,7,SYARIAH
KGS.000097,L,02/01/1973,131500000,60,L,8,SYARIAH
KGS.000030,L,10/11/1961,18900000,20,L,7,SYARIAH
KGS.000073,P,19/12/1975,87200000,32,L,7,SYARIAH
KGS.000039,P,28/10/1984,137600000,51,L,7,SYARIAH
KGS.000013,P,03/03/1968,19700000,24,L,6,SYARIAH
KGS.000442,L,03/09/1977,50000000,36,L,6,SYARIAH
KGS.000066,L,05/05/1970,216000000,34,L,6,SYARIAH
KGS.000069,L,18/01/1977,220000000,34,L,6,SYARIAH
KGS.000075,L,31/01/1995,106500000,30,L,6,SYARIAH
KGS.000021,L,19/05/1992,126000000,42,L,6,SYARIAH
KGS.000012,L,29/12/1981,46800000,31,PK,4,SYARIAH
KGS.000063,L,01/08/1972,79700000,34,L,6,SYARIAH
KGS.000027,P,01/07/1971,100000000,32,L,6,SYARIAH
KGS.000037,P,28/08/1996,30500000,27,L,6,SYARIAH
KGS.000068,L,20/08/1982,64900000,34,PK,4,SYARIAH
KGS.000010,L,01/11/1969,19000000,22,L,6,SYARIAH
KGS.000031,L,05/10/1982,12400000,12,L,6,SYARIAH
KGS.000036,P,25/09/1990,28500000,30,L,5,SYARIAH
KGS.000057,P,21/12/1968,124000000,45,L,6,SYARIAH
KGS.000023,L,05/09/1987,14200000,24,L,6,SYARIAH
KGS.000070,L,25/05/1974,33500000,27,L,6,SYARIAH
KGS.000445,P,11/05/1991,80000000,18,L,5,SYARIAH
KGS.000450,P,11/05/1978,80000000,36,L,5,SYARIAH
KGS.000451,P,31/12/1964,100000000,36,L,5,SYARIAH
KGS.000452,L,05/08/1969,100000000,36,L,5,SYARIAH
KGS.000052,P,05/02/1958,47000000,35,L,5,SYARIAH
KGS.000024,P,17/09/1967,63500000,30,PK,3,SYARIAH
KGS.000074,P,28/08/1978,46000000,52,L,5,SYARIAH
KGS.000054,P,16/03/1982,71500000,33,L,5,SYARIAH
KGS.000051,L,04/03/1985,53400000,34,PK,2,SYARIAH
KGS.000022,P,30/06/1979,71500000,25,L,5,SYARIAH
KGS.000064,P,25/09/1979,106500000,32,L,5,SYARIAH
KGS.000048,L,06/06/1976,33000000,34,L,4,SYARIAH
KGS.000043,P,01/07/1970,90500000,44,L,5,SYARIAH
KGS.000009,L,08/08/1988,48500000,39,L,4,SYARIAH
KGS.000076,P,27/05/1983,103200000,60,L,4,SYARIAH
KGS.000456,L,03/01/1983,51000000,36,L,4,SYARIAH
KGS.000029,P,01/03/1994,50900000,32,L,4,SYARIAH
KGS.000459,L,01/07/1981,51000000,36,L,4,SYARIAH
KGS.000390,L,01/10/1965,191000000,60,PK,1,SYARIAH
KGS.000077,L,26/06/1983,162900000,60,L,3,SYARIAH
KGS.000289,L,13/08/1996,139500000,60,PK,1,SYARIAH
KGS.000040,L,10/12/1974,9900000,6,L,1,SYARIAH
KGS.000274,L,18/07/1985,49800000,36,L,1,SYARIAH
KGS.000255,P,25/12/1988,48700000,36,L,1,SYARIAH
KGS.000320,L,09/12/1997,65000000,36,L,1,SYARIAH
KGS.000294,P,22/12/1983,80000000,36,L,1,SYARIAH
KGS.000253,P,01/08/1979,164400000,60,L,1,SYARIAH
KGS.000047,L,07/07/1977,61500000,38,L,1,SYARIAH
KGS.000062,P,15/01/1964,136000000,50,L,1,SYARIAH
KGS.000136,P,31/12/1964,10000000,24,PK,20,SYARIAH
KGS.000137,P,23/09/1987,10000000,24,PK,20,SYARIAH
KGS.000139,P,01/01/1970,12000000,24,L,21,SYARIAH
KGS.000141,P,14/06/1979,12000000,24,KL,19,SYARIAH
KGS.000140,P,30/08/1990,12000000,24,L,21,SYARIAH
KGS.000149,P,04/03/1984,10000000,24,L,22,SYARIAH
KGS.000161,P,07/10/1971,10000000,24,L,21,SYARIAH
KGS.000167,P,09/11/1991,10000000,24,PK,19,SYARIAH
KGS.000169,P,10/10/1970,10000000,24,PK,19,SYARIAH
KGS.000187,P,05/08/1986,12000000,24,L,21,SYARIAH
KGS.000189,P,14/04/1981,12000000,24,L,21,SYARIAH
KGS.000188,P,01/07/1968,12000000,24,L,21,SYARIAH
KGS.000191,P,10/08/1976,12000000,24,L,21,SYARIAH
KGS.000208,P,11/01/1988,12000000,24,L,21,SYARIAH
KGS.000209,P,01/07/1979,12000000,24,L,21,SYARIAH
KGS.000211,P,17/07/1972,12000000,24,L,21,SYARIAH
KGS.000206,P,10/10/1999,10000000,24,PK,18,SYARIAH
KGS.000212,P,09/11/1973,10000000,24,PK,18,SYARIAH
KGS.000215,P,05/06/1974,10000000,24,L,21,SYARIAH
KGS.000219,P,05/09/1986,11000000,24,KL,17,SYARIAH
KGS.000218,P,10/12/1978,11000000,24,PK,18,SYARIAH
KGS.000217,P,18/02/1980,11000000,24,KL,17,SYARIAH
KGS.000224,P,12/08/1974,12000000,24,L,20,SYARIAH
KGS.000225,P,01/07/1973,12000000,24,L,19,SYARIAH
KGS.000230,P,05/02/1961,11000000,24,PK,17,SYARIAH
KGS.000232,P,10/04/1971,10000000,24,L,20,SYARIAH
KGS.000244,P,25/12/1980,12000000,24,L,20,SYARIAH
KGS.000242,P,09/10/1983,12000000,24,L,20,SYARIAH
KGS.000247,P,01/08/1992,10000000,24,L,18,SYARIAH
KGS.000252,P,10/01/1990,10000000,24,PK,17,SYARIAH
KGS.000251,P,01/02/1989,11000000,24,PK,17,SYARIAH
KGS.000248,P,03/10/1975,10000000,24,PK,16,SYARIAH
KGS.000259,P,15/04/1979,11000000,24,L,19,SYARIAH
KGS.000260,P,08/03/1978,11000000,24,L,19,SYARIAH
KGS.000262,P,30/08/1979,11000000,24,L,19,SYARIAH
KGS.000258,P,10/03/1971,10000000,24,L,19,SYARIAH
KGS.000269,P,15/05/1979,10000000,24,L,18,SYARIAH
KGS.000268,P,09/12/1985,10000000,24,L,18,SYARIAH
KGS.000271,P,05/04/1975,12000000,24,PK,16,SYARIAH
KGS.000296,P,27/09/1962,12000000,24,L,16,SYARIAH
KGS.000295,P,05/10/1980,12000000,24,L,16,SYARIAH
KGS.000312,P,06/03/1986,12000000,24,L,15,SYARIAH
KGS.000311,P,05/05/1978,12000000,24,L,15,SYARIAH
KGS.000315,P,21/09/1966,12000000,24,L,15,SYARIAH
KGS.000317,P,22/12/1988,12000000,24,PK,12,SYARIAH
KGS.000318,P,25/03/1978,12000000,24,L,14,SYARIAH
KGS.000327,P,12/10/1978,11000000,24,L,15,SYARIAH
KGS.000330,P,02/07/1976,11000000,24,L,15,SYARIAH
KGS.000338,P,06/05/1991,12000000,24,L,15,SYARIAH
KGS.000337,P,01/12/1963,12000000,24,L,14,SYARIAH
KGS.000334,P,07/07/1977,12000000,24,PK,12,SYARIAH
KGS.000333,P,14/07/1968,12000000,24,L,15,SYARIAH
KGS.000332,P,15/01/1971,12000000,24,L,15,SYARIAH
KGS.000339,P,01/07/1978,12000000,24,L,14,SYARIAH
KGS.000347,P,19/08/1986,12000000,24,L,14,SYARIAH
KGS.000345,P,07/05/1976,12000000,24,L,14,SYARIAH
KGS.000344,P,15/02/1989,12000000,24,L,14,SYARIAH
KGS.000342,P,09/07/1972,12000000,24,L,14,SYARIAH
KGS.000343,P,14/09/1969,12000000,24,PK,11,SYARIAH
KGS.000341,P,27/07/1982,12000000,24,L,14,SYARIAH
KGS.000348,P,01/09/1997,12000000,24,L,13,SYARIAH
KGS.000352,P,15/07/1986,12000000,24,L,14,SYARIAH
KGS.000351,P,06/11/1965,12000000,24,L,14,SYARIAH
KGS.000350,P,10/02/1965,12000000,24,L,14,SYARIAH
